,coeff,gen_first,hof_predictions,zero_pred
0,0.120905213049,10.6418374665,9.98252425518,10.3016623924
1,-0.330460344922,10.639992795,10.6664170645,9.57452788224
2,0.796191173874,30.9119477979,14.557053934,26.5165046994
3,-0.405213939105,11.7429540499,12.083078591,11.9427141683
4,-0.15604397461,8.91863956437,10.373424207,10.8142232247
5,0.0268425560927,12.8469806925,11.664731013,12.8913808016
6,-0.750798797575,6.52830922565,10.1471217845,8.89027764088
7,-0.0367287451695,11.1244074803,9.28287076006,8.74798786144
8,0.551120295195,9.21435133911,8.50762257214,9.65830431287
9,-0.471300732877,14.2185678812,16.8385236449,13.6180001328
10,0.276280486414,7.5562545835,8.24051919222,8.70409086673
11,-0.472883281002,16.1241846508,17.2461551626,14.8306302561
12,0.728502100044,16.6805329718,10.9263771271,20.289736073
13,-0.755879788046,26.7501760277,20.1824777952,12.4800074428
14,0.552507676563,13.1925738315,10.1666609566,12.6577874198
15,-0.0305780199144,8.53967970412,9.43938559879,10.9522522548
16,-0.243815555223,18.8695150969,26.4440420525,18.4117891221
17,0.11521634833,13.720759714,14.2714121015,17.9217095943
18,0.474114977689,12.4327263354,10.4514911968,10.6191306788
19,0.742369250455,11.1592060168,10.0641756397,12.2445000868
20,0.254148430052,6.73182672511,7.16062406492,8.03716277394
21,-0.630689232333,14.5878552312,12.2535629752,8.94892099059
22,-0.189456245576,12.3664676601,11.9576284333,11.4815182867
23,0.396641176158,28.8565145672,27.4193677604,28.7738976663
24,-0.450777017494,5.51554654631,10.6162862195,6.83313653791
25,-0.344233626518,7.65360428462,8.29171321267,9.09786697178
26,0.193548222434,24.9818252505,14.5934202595,16.258048524
27,0.0941396582895,10.1584425179,9.42447911692,10.4305587025
28,0.0778153871426,23.4006795784,20.9772344654,22.3809726529
29,-0.51612364408,7.74376293371,10.3127337095,8.51334112699
30,0.658405636306,14.6848876017,13.1328949945,16.0980594841
31,-0.503918697316,11.0221915032,9.70793250334,8.74311068275
32,-0.497867589691,7.86415086258,9.21331602832,7.5036096694
33,-0.494594929593,10.2355261621,17.2216940302,13.1068457812
34,-0.337264068285,7.57172467668,8.45155559437,7.92871821493
35,0.0230163719909,22.3754479474,22.9521474062,21.7701077737
36,0.303499539442,14.9715645566,10.0828321063,9.56026370465
37,0.369398236857,21.5454614197,15.3342339552,17.0638194339
38,-0.299797071274,8.65792040912,8.61290630858,6.56582129553
39,-0.455308167477,19.6928655061,18.1031441091,14.5977258482
40,-0.352555473937,21.3739101557,18.4993157343,16.7873944862
41,0.762417932604,8.92539481634,8.45423254305,11.6051893042
42,0.0973614454609,13.3047884732,13.4130520277,17.0333466975
43,0.292375117363,12.4254604133,11.5419218157,11.8907895167
44,-0.810151423612,6.32375220555,7.66212167014,5.78853324496
45,-0.271250196913,30.9866290289,29.0307411747,28.0811366251
46,0.456658469062,10.8666103636,9.64650636523,11.8916074809
47,-0.18571763353,9.98215525605,8.10142976621,7.8456474053
48,-0.134843546973,28.8165078115,27.0702008447,27.8862588356
49,0.118348994245,8.16247502269,10.8010172888,11.1304103768
50,0.233019199558,23.3195022243,22.6932379465,23.3748147444
51,0.449745061248,27.7593426008,10.9917233414,13.2838461535
52,0.267439148614,26.5152476564,20.1337593823,26.8100368436
53,0.0933566338042,8.47997436668,7.82861557421,8.42081538811
54,0.479532466492,18.2981910109,27.2567680417,32.838881347
55,0.573251786907,17.5874131878,16.7243688921,17.5874131878
56,-0.617710599859,7.61092789674,7.78822913386,6.66184167177
57,-0.646892432208,12.7992620245,16.8814933429,13.5542240068
58,0.267776165631,18.2471857997,11.5443172296,10.4586001296
59,-0.700771855994,12.328639936,18.9737970084,14.4047534959
60,0.597278441142,16.8244808187,12.2840388924,15.2109475131
61,0.169293919761,10.625053612,11.3110010635,11.3914019166
62,-0.171053554127,11.3193658156,10.5440293813,8.99652925134
63,0.310686420192,7.38248056977,8.06889272205,8.04487673958
64,-0.548918469395,20.5075711733,26.4800885371,24.7351324078
65,-0.377033596052,13.4525327221,10.4349088135,10.1193863001
66,0.433431611428,17.7835184886,9.10633544731,9.50722853093
67,0.508573251434,25.2735761122,26.2533614752,27.9874793739
68,-0.521095466512,58.0404844879,59.3439530398,52.5476315183
69,-0.0320997864628,13.3644128959,11.6047800612,12.0545833228
70,0.279161001254,14.474692968,11.9225041885,15.0590148735
71,0.540087888625,30.925680785,26.2413777233,43.0427085452
72,0.656568042235,9.35257484974,9.28465338317,9.06386927582
73,-0.464072675754,9.28147307209,11.9073495162,9.69867889644
74,-0.758244139495,7.67399364279,7.19705144253,6.80555247813
75,0.67006378288,24.5999033051,12.1751525742,12.6654050094
76,-0.148132200136,9.69344795042,9.37495291987,9.69344795042
77,0.706023649211,16.7925051661,12.4145039817,12.389723543
78,0.0598635274721,8.58774008607,7.02203723077,7.32775914765
79,-0.095609461625,18.1917830528,18.5992597179,18.6203452803
80,-0.111591613118,15.8168129499,18.2515349354,15.9613462087
81,0.7023455849,15.7948386051,10.2597343427,13.7408153434
82,0.202324222208,15.9812972085,16.9305358127,18.8935750738
83,0.180987288996,14.1017123226,11.5083400966,11.9166909007
84,0.536742653439,7.58061364933,6.3682857352,8.28986655759
85,0.354085066915,17.9730093787,15.0630468839,17.1533763811
86,0.483717285548,20.5810475332,21.6467174185,21.4423138145
87,-0.216875070442,9.62478671736,10.3412017731,10.6039522794
88,0.565406807458,7.12203886045,6.12454773058,8.95160231782
89,0.581322234759,12.4198434358,10.6828725229,14.0963483185
90,-0.548497202514,23.2972397678,24.9147331558,21.3595359169
91,0.531862490095,9.7445396937,8.99892576098,9.7445396937
92,-0.34061634014,16.6618787297,16.3602970252,21.0296123214
93,0.635364641705,8.06774731027,6.32693838906,7.86160140161
94,0.789622658929,8.16584781486,6.98484858503,7.61551898027
95,-0.496012801041,8.70938340823,7.09634006279,5.48194751582
96,-0.640485840985,11.1233725197,17.9656679273,14.5813170678
97,-0.54337974199,21.0071682282,18.0021276161,15.6901768105
98,0.737520636226,9.65490779616,9.13991878266,11.526907703
99,-0.490939888298,40.3157548644,39.6812289073,40.69317873
100,0.637023599985,11.8990574332,12.1423119547,15.0911527157
101,0.607652017531,9.43181897073,8.81119753154,9.93876884007
102,0.66728419753,11.5460357802,11.3668849413,13.1825015194
103,0.631644396501,14.0831757539,10.6151800313,18.2520297976
104,0.7748072428,24.1043170669,21.729824452,26.4913396156
105,0.341002853418,8.84482881114,7.58344293499,9.31577853256
106,-0.476685995713,10.8375575833,12.4561866524,10.0446850729
107,-0.302194790071,7.80417620821,13.0688678685,10.2440877389
108,-0.423626314954,11.8406883682,16.7051098568,10.5886582318
109,-0.100531065066,17.9332856785,15.0215583651,18.2721395227
110,0.232129702655,10.8264428163,12.2229745569,14.7360680937
