,coeff,gen_first,hof_predictions,zero_pred
0,-0.17876444052,17.3339210296,18.9062794253,17.4776938698
1,-0.0939825310539,16.2976246916,17.1994970769,14.4921339265
2,-0.341361436548,7.46306105489,10.7337233572,11.1418482756
3,0.794566547501,23.4358931576,19.5823611627,24.2248038963
4,0.552296843405,21.0704917494,18.2958209464,22.1069608163
5,-0.754565705944,9.23588609515,20.4064362477,9.52100117831
6,0.597035770893,16.6131777641,11.8928756271,11.8616388634
7,-0.591632526013,17.6471727444,25.2172606918,22.4192501283
8,0.580179367147,17.1036506187,12.5502308401,16.391568746
9,0.674691517609,16.9618621806,13.7815554542,16.01077978
10,-0.048754351244,13.8030386648,13.8359422911,13.4982748736
11,0.591844150255,12.7990153666,12.4508288949,15.2717272988
12,0.719858542733,7.47766055149,6.60740489523,7.73331687936
13,-0.331278352011,17.1563736174,15.6851755743,13.4165650943
14,0.390008935691,12.3267277311,10.6987755614,13.9476028779
15,-0.462385350355,5.38751343882,6.82380957881,6.18377065629
16,-0.389362521351,13.8480646529,13.6018675714,12.7707543969
17,0.109551951543,8.90468348459,12.0796988764,8.666143728
18,0.389377577094,11.4413956929,10.3745948362,10.0461570049
19,0.586132417859,7.73829435775,5.98864451828,6.03089351755
20,0.202335764582,11.9451603579,12.2363390366,11.5898328752
21,-0.0816926385845,9.49299143076,9.37070133102,8.81287908853
22,0.0680179849414,6.8135773351,8.07871490352,8.02472130209
23,-0.107813198545,6.99186224395,6.92944671299,7.13132731396
24,-0.626175231336,14.5531742571,15.9390950802,12.2619854801
25,0.368739527149,21.932444752,13.3462750902,14.1552299175
26,0.0750065802195,15.3292055101,13.7201365708,14.5523411461
27,-0.47945864295,9.85934195802,11.5592092086,7.5700644863
28,-0.525608334774,6.19995506293,7.03103069657,5.9470794765
29,0.635806361006,5.39505843026,6.33854798688,7.39045286522
30,-0.0879527498605,12.7941339634,11.9177507124,13.5254274227
31,0.00849593251965,6.8227178015,6.52641683501,8.18028215372
32,0.473152971989,22.5451025395,19.5964769657,19.5894984143
33,-0.274013304881,18.2087532044,17.9072513922,12.4618732506
34,-0.553285447807,6.91787634288,7.04126698234,5.73003853407
35,-0.00070832091235,6.12562319897,6.13320717219,6.08601782894
36,-0.101324369481,13.4505615279,13.9978855121,14.1451608598
37,0.265269996321,17.3269244489,14.2802338484,15.7840614656
38,0.418218590503,12.2218122696,10.2584869667,11.2012552886
39,-0.609668451896,20.0622310809,24.4201508366,23.2304582732
40,-0.083016823473,9.60003942999,10.9297916499,9.56610908831
41,-0.697288784772,25.263309309,31.059439333,25.0510963653
42,0.260985413664,19.0619828605,13.6198621558,19.5381557901
43,-0.708750403631,8.67097753481,11.8250642001,11.1422900874
44,0.096130232533,22.2209423748,20.3561272985,26.0049463707
45,0.350559140573,19.4225777507,15.9720690287,15.6293498789
46,0.313504722406,11.4618871176,10.6951783576,13.1785555332
47,-0.113096990019,15.4384670884,17.9351034684,15.4515886657
48,0.460426545435,11.3260412631,8.63645109138,8.34731141943
49,0.3560249391,20.9169356769,19.7397328837,20.1641085254
50,-0.192112596508,11.0053773342,9.41594576999,7.88945412833
51,0.803863599527,11.1565880597,16.1801138462,23.3730203533
52,0.276954555756,12.4718414909,13.7682099751,14.5993043104
53,0.226020577504,12.2006608431,10.3223393731,10.7952382888
54,0.0544769904217,20.7789331289,14.9192034425,17.8616485712
55,0.167744608805,10.8294999414,8.42774088369,7.33085246594
56,0.749205646385,8.60224657438,7.56688574143,8.82158175593
57,0.744907838153,22.6956032396,24.5803227149,29.2989262453
58,-0.654617896666,14.1887981367,17.7647814686,16.703807444
59,0.80297750613,14.6396142984,7.8855312656,9.37564570569
60,-0.713146162594,17.5398915271,15.7100594242,13.1382419969
61,-0.593812997355,7.89172794724,18.3721474619,10.4788036316
62,0.187442663019,17.3524964066,13.3817162384,13.4461696643
63,0.298613532362,20.9411794784,18.2559863922,14.6452508989
64,0.341703897355,4.95156661771,5.51135275156,7.19353397401
65,0.227856056638,9.79501252521,9.81874853205,10.278469494
66,0.124527372614,6.76434963948,6.85052423635,7.29301483702
67,0.189080309831,13.7319934025,11.8343410564,10.625080724
68,-0.0645683109955,12.7993775549,8.32842448611,9.37100246472
69,0.122366635211,8.70127818187,9.18941856351,9.33161972894
70,0.785450715519,8.29632093653,7.25067993616,12.8733550897
71,-0.694774939609,17.8317231287,19.5136918897,17.5745641736
72,-0.495540016202,38.8616937031,40.5568450994,30.3693527543
73,-0.0144005066095,26.7757734031,26.9064743991,29.5773708128
74,-0.865464303301,21.0084024375,21.7734954147,18.5295605389
75,-0.571928169606,11.248934446,17.7089446778,12.9411188209
76,-0.310022649212,15.7970369316,15.3385740572,14.8242639597
77,0.703005575646,13.2823281265,11.4361870564,12.2992128014
78,0.392073432047,13.5377639287,10.0598416518,16.0698982581
79,0.150656820316,24.9706553105,19.7530434932,18.795599055
80,0.0445595169022,17.0113770506,18.0134638315,16.7912247082
81,-0.570546594803,16.757115759,18.9077658596,17.0290853786
82,0.66914203407,10.2930636294,11.8492008101,15.784514299
83,-0.174582725968,6.34360883946,10.4760068356,10.9887918569
84,-0.0358523941072,18.2308821723,15.9545333435,14.1134587529
85,-0.84771064167,21.8428799331,22.2556662781,19.9641341193
86,-0.695308466953,8.9969334031,13.3176526773,10.440133192
87,-0.271254120817,15.5817953701,21.651955363,20.164346079
88,-0.842990012067,7.33337780039,8.14654503248,6.70311304566
89,0.618664345317,7.9336948983,7.17003478258,8.03209836645
90,-0.0170466742412,15.0388643427,10.6663509766,10.7602500266
91,0.456511230458,12.6047826791,12.9062294799,18.1590448703
92,-0.453704943537,8.18203195549,11.8404217801,9.53149927676
93,-0.385219857878,11.439744074,11.9343520735,13.1579107031
94,-0.189262320462,13.4534975946,15.2906427471,15.0519489752
95,0.580815764856,17.3065977878,9.85076857152,10.8186055289
96,-0.308581202854,12.1186360439,11.0337853052,8.16393843458
97,-0.398457583477,15.6265681064,13.9541528939,14.3403901935
98,0.628545280117,17.2675975115,19.9527676839,24.6024000411
99,0.503492322221,6.32399649081,6.56764142016,6.17818289995
100,-0.268210075718,13.4519243932,17.5117439722,14.5671624596
101,0.395394043326,9.42532061284,8.17508381129,6.95983674103
102,0.483702552298,18.5607136362,12.6647926474,15.0213910402
103,-0.58786447184,20.35759393,20.6217287941,18.4942612416
104,-0.302705082645,14.3254261908,15.957932746,15.2802783034
105,0.276176260086,6.45777047301,6.92472900256,7.39689619568
106,0.502102492086,13.9695395648,10.8191536499,12.3149513298
107,0.158710855393,15.5971667747,14.3682389591,19.8207248923
108,0.114474885983,9.62384605321,7.9801720746,8.02600913376
109,0.561927008089,7.12418395442,7.77945394789,7.71723657327
110,0.245370236636,9.20395747245,12.2602193443,12.5931804795
